checkpoint,sample_id,true_label,conv_early_2_norm,conv_early_2_std,conv_early_2_nonzero_frac,conv_mid_2_norm,conv_mid_2_std,conv_mid_2_nonzero_frac,conv_final_2_norm,conv_final_2_std,conv_final_2_nonzero_frac,penult_norm,penult_n_active,is_zero_vector,p_nhs,p_hs,logit_nhs,pred_label,unit_0,unit_1,unit_2,unit_3,unit_4,unit_5,unit_6,unit_7,unit_8,unit_9,unit_10,unit_11,unit_12,unit_13,unit_14,unit_15
OLD,HSCAD518,HS,252.5247039794922,0.2800394892692566,1.0,771.81103515625,1.4039908647537231,1.0,460.7214050292969,2.378246545791626,1.0,0.0,0,True,0.4175189733505249,0.5824810266494751,-0.33296662422451984,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OLD,HSCAD519,HS,245.9051971435547,0.27280011773109436,1.0,766.14599609375,1.3927713632583618,1.0,519.499267578125,2.5956342220306396,1.0,0.0,0,True,0.4175189733505249,0.5824810266494751,-0.33296662422451984,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OLD,HSCAD52,HS,237.04502868652344,0.26305219531059265,1.0,751.5315551757812,1.3662570714950562,1.0,512.3810424804688,2.6244640350341797,1.0,0.0,0,True,0.4175189733505249,0.5824810266494751,-0.33296662422451984,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OLD,HSCAD520,HS,194.16470336914062,0.21577191352844238,1.0,686.2219848632812,1.2470927238464355,1.0,427.3156433105469,2.308271884918213,1.0,0.0,0,True,0.4175189733505249,0.5824810266494751,-0.33296662422451984,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OLD,HSCAD521,HS,238.15895080566406,0.2642550766468048,1.0,756.693115234375,1.3760263919830322,1.0,485.0476379394531,2.455537796020508,1.0,0.0,0,True,0.4175189733505249,0.5824810266494751,-0.33296662422451984,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OLD,HSCAD522,HS,195.63523864746094,0.21739423274993896,1.0,690.1386108398438,1.254199743270874,1.0,423.3446044921875,2.266402244567871,1.0,0.0,0,True,0.4175189733505249,0.5824810266494751,-0.33296662422451984,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OLD,HSCAD523,HS,230.83975219726562,0.2562112808227539,1.0,745.5215454101562,1.3554736375808716,1.0,496.07806396484375,2.544065237045288,1.0,0.0,0,True,0.4175189733505249,0.5824810266494751,-0.33296662422451984,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OLD,HSCAD524,HS,178.74456787109375,0.19872596859931946,1.0,665.4760131835938,1.2091858386993408,1.0,390.0522155761719,2.157033920288086,1.0,0.0,0,True,0.4175189733505249,0.5824810266494751,-0.33296662422451984,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OLD,HSCAD525,HS,213.3028564453125,0.2369154393672943,1.0,712.4044189453125,1.2944897413253784,1.0,467.4671630859375,2.5032715797424316,1.0,0.0,0,True,0.4175189733505249,0.5824810266494751,-0.33296662422451984,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OLD,HSCAD526,HS,242.37722778320312,0.268907368183136,1.0,764.2673950195312,1.3897273540496826,1.0,510.6390380859375,2.591245412826538,1.0,0.0,0,True,0.4175189733505249,0.5824810266494751,-0.33296662422451984,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OLD,HSCAD527,HS,230.24534606933594,0.2555568218231201,1.0,744.5220947265625,1.3537955284118652,1.0,479.83831787109375,2.4889073371887207,1.0,0.0,0,True,0.4175189733505249,0.5824810266494751,-0.33296662422451984,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OLD,HSCAD528,HS,211.37266540527344,0.23477792739868164,1.0,714.3457641601562,1.298160433769226,1.0,471.5212707519531,2.498603343963623,1.0,0.0,0,True,0.4175189733505249,0.5824810266494751,-0.33296662422451984,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OLD,HSCAD529,HS,202.35699462890625,0.22482898831367493,1.0,696.8201293945312,1.2661352157592773,1.0,442.35870361328125,2.3443264961242676,1.0,0.0,0,True,0.4175189733505249,0.5824810266494751,-0.33296662422451984,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OLD,HSCAD53,HS,247.6006622314453,0.2746185064315796,1.0,776.6688232421875,1.4128222465515137,1.0,516.6510620117188,2.606142282485962,1.0,0.0,0,True,0.4175189733505249,0.5824810266494751,-0.33296662422451984,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OLD,HSCAD530,HS,187.12237548828125,0.20799557864665985,1.0,676.4077758789062,1.2290343046188354,1.0,414.2484436035156,2.268559455871582,1.0,0.0,0,True,0.4175189733505249,0.5824810266494751,-0.33296662422451984,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OLD,HSCAD531,HS,196.57366943359375,0.21845342218875885,1.0,685.7769775390625,1.2458422183990479,1.0,426.5030822753906,2.31681752204895,1.0,0.0,0,True,0.4175189733505249,0.5824810266494751,-0.33296662422451984,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OLD,HSCAD532,HS,226.90904235839844,0.25189992785453796,1.0,736.8333129882812,1.3393605947494507,1.0,486.5034484863281,2.528996229171753,1.0,0.0,0,True,0.4175189733505249,0.5824810266494751,-0.33296662422451984,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OLD,HSCAD533,HS,242.56549072265625,0.26909005641937256,1.0,762.8038940429688,1.3872218132019043,1.0,522.1370239257812,2.591304063796997,1.0,0.0,0,True,0.4175189733505249,0.5824810266494751,-0.33296662422451984,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OLD,HSCAD534,HS,217.3575439453125,0.2413758933544159,1.0,722.5145263671875,1.3131651878356934,1.0,466.7910461425781,2.460172414779663,1.0,0.0,0,True,0.4175189733505249,0.5824810266494751,-0.33296662422451984,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OLD,HSCAD535,HS,219.61526489257812,0.24387015402317047,1.0,723.687255859375,1.3150441646575928,1.0,473.0360107421875,2.4273698329925537,1.0,0.0,0,True,0.4175189733505249,0.5824810266494751,-0.33296662422451984,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OLD,HSCAD536,HS,180.93727111816406,0.2011701762676239,1.0,667.0626831054688,1.211436152458191,1.0,403.4704284667969,2.1685662269592285,1.0,0.0,0,True,0.4175189733505249,0.5824810266494751,-0.33296662422451984,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OLD,HSCAD537,HS,227.474609375,0.25252676010131836,1.0,735.7108764648438,1.337178111076355,1.0,486.3702087402344,2.5489723682403564,1.0,0.0,0,True,0.4175189733505249,0.5824810266494751,-0.33296662422451984,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OLD,HSCAD538,HS,250.45045471191406,0.2777591347694397,1.0,781.380859375,1.4211515188217163,1.0,534.0272216796875,2.66308331489563,1.0,0.0,0,True,0.4175189733505249,0.5824810266494751,-0.33296662422451984,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OLD,HSCAD539,HS,204.87161254882812,0.22760170698165894,1.0,701.7222290039062,1.275116205215454,1.0,456.2347106933594,2.4365646839141846,1.0,0.0,0,True,0.4175189733505249,0.5824810266494751,-0.33296662422451984,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OLD,HSCAD54,HS,234.0100860595703,0.2596927285194397,1.0,750.406982421875,1.3645354509353638,1.0,497.16546630859375,2.551997184753418,1.0,0.0,0,True,0.4175189733505249,0.5824810266494751,-0.33296662422451984,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OLD,HSCAD540,HS,261.4631042480469,0.2898213565349579,1.0,802.4768676757812,1.4600409269332886,1.0,567.881591796875,2.79471492767334,1.0,0.0,0,True,0.4175189733505249,0.5824810266494751,-0.33296662422451984,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OLD,HSCAD55,HS,222.83590698242188,0.24739603698253632,1.0,731.1057739257812,1.3291795253753662,1.0,482.5538024902344,2.4859743118286133,1.0,0.0,0,True,0.4175189733505249,0.5824810266494751,-0.33296662422451984,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OLD,HSCAD56,HS,244.22946166992188,0.27094560861587524,1.0,765.880615234375,1.392606258392334,1.0,511.2158203125,2.6080193519592285,1.0,0.0,0,True,0.4175189733505249,0.5824810266494751,-0.33296662422451984,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OLD,HSCAD57,HS,241.29725646972656,0.2677150070667267,1.0,760.8928833007812,1.3834730386734009,1.0,519.05029296875,2.6020054817199707,1.0,0.0,0,True,0.4175189733505249,0.5824810266494751,-0.33296662422451984,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OLD,HSCAD58,HS,245.36090087890625,0.2721811830997467,1.0,770.021240234375,1.400251865386963,1.0,508.05255126953125,2.555710554122925,1.0,0.0,0,True,0.4175189733505249,0.5824810266494751,-0.33296662422451984,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OLD,HSCAD59,HS,259.3395080566406,0.28749778866767883,1.0,798.0494995117188,1.4518529176712036,1.0,545.0640258789062,2.6853902339935303,1.0,0.0,0,True,0.4175189733505249,0.5824810266494751,-0.33296662422451984,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OLD,NHSCAD50.png1,NHS,192.3559112548828,0.2137679159641266,1.0,687.7496948242188,1.2500309944152832,1.0,373.1534423828125,1.973886251449585,1.0,24.553089141845703,6,False,0.9999539852142334,4.601478576660156e-05,9.98650176756943,1,0.0,0.0,0.0,0.0,1.3178510665893555,0.0,0.0,0.0,0.3198391795158386,0.0,4.031638145446777,0.0,0.0,5.178986549377441,12.805577278137207,19.84833335876465
OLD,NHSCAD50.png2,NHS,200.95179748535156,0.22326359152793884,1.0,691.7208862304688,1.257117509841919,1.0,421.0801696777344,2.1751604080200195,1.0,11.600162506103516,5,False,0.9734334945678711,0.026566505432128906,3.6011782786222484,1,0.0,0.0,0.0,0.0,4.637228965759277,0.0,0.0,0.0,0.2764585018157959,0.0,4.028784275054932,0.0,0.0,0.2161366045475006,0.0,9.833901405334473
OLD,NHSCAD50.png3,NHS,215.96556091308594,0.23981165885925293,1.0,714.8572387695312,1.299477458000183,1.0,451.3536071777344,2.293116807937622,1.0,4.750914096832275,3,False,0.7376818060874939,0.2623181939125061,1.0339543271043237,1,0.0,0.0,0.0,0.0,0.4950670301914215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2059252262115479,4.568570613861084
OLD,NHSCAD50.png4,NHS,177.1412353515625,0.1969345510005951,1.0,659.8143920898438,1.1988229751586914,1.0,355.12432861328125,1.9032436609268188,1.0,12.764288902282715,4,False,0.9936445951461792,0.006355404853820801,5.052073983608536,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6655457019805908,0.0,0.0,0.0,0.0,3.4294745922088623,9.433354377746582,7.707370758056641
OLD,NHSCAD50.png6,NHS,213.15406799316406,0.23669680953025818,1.0,713.9886474609375,1.298356533050537,1.0,413.1146545410156,2.112656593322754,1.0,12.779348373413086,5,False,0.9894192814826965,0.010580718517303467,4.538084849747018,1,0.0,0.0,0.0,0.0,0.8363590836524963,0.0,0.0,0.0,0.0,0.0,1.347008228302002,0.0,0.0,3.428179979324341,5.163784027099609,11.062582015991211
OLD,NHSCAD50.png7,NHS,196.85765075683594,0.21871936321258545,1.0,689.349365234375,1.2530291080474854,1.0,385.7616882324219,2.016695261001587,1.0,13.506896018981934,3,False,0.9904654026031494,0.009534597396850586,4.643247921860967,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.529052734375,8.912494659423828,9.828914642333984
OLD,NHSCAD50.png8,NHS,217.2369842529297,0.24121123552322388,1.0,721.7947387695312,1.3123432397842407,1.0,466.100341796875,2.4115238189697266,1.0,0.0,0,True,0.4175189733505249,0.5824810266494751,-0.33296662422451984,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OLD,NHSCAD50.png9,NHS,212.01324462890625,0.2354547679424286,1.0,714.390625,1.2989048957824707,1.0,421.8831787109375,2.184269428253174,1.0,10.06376838684082,5,False,0.9768092036247253,0.023190796375274658,3.7405358529717962,1,0.0,0.0,0.0,0.0,0.9045523405075073,0.0,0.0,0.0,0.0,0.0,1.8841028213500977,0.0,0.0,1.1811293363571167,4.52449369430542,8.662867546081543
OLD,NHSCAD51.png1,NHS,261.6019592285156,0.28997355699539185,1.0,800.7296142578125,1.4568513631820679,1.0,545.2750244140625,2.703927516937256,1.0,0.0,0,True,0.4175189733505249,0.5824810266494751,-0.33296662422451984,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OLD,NHSCAD51.png2,NHS,246.30889892578125,0.27320829033851624,1.0,770.799072265625,1.4019263982772827,1.0,500.3558654785156,2.505136251449585,1.0,0.0,0,True,0.4175189733505249,0.5824810266494751,-0.33296662422451984,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OLD,NHSCAD51.png3,NHS,213.10580444335938,0.23664316534996033,1.0,715.5516967773438,1.301149845123291,1.0,419.8800048828125,2.179123640060425,1.0,3.6676547527313232,2,False,0.5831950902938843,0.4168049097061157,0.33590349220070476,1,0.0,0.0,0.0,0.0,2.2571640014648438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8908307552337646
OLD,NHSCAD51.png4,NHS,256.2641296386719,0.2841202914714813,1.0,797.3709716796875,1.4507932662963867,1.0,536.4266967773438,2.688378095626831,1.0,0.0,0,True,0.4175189733505249,0.5824810266494751,-0.33296662422451984,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OLD,NHSCAD51.png6,NHS,231.2303924560547,0.25661805272102356,1.0,747.660400390625,1.3598543405532837,1.0,465.5199279785156,2.3916733264923096,1.0,0.9567581415176392,2,False,0.5000677704811096,0.4999322295188904,0.00027108192609861165,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6109285950660706,0.7363100051879883
OLD,NHSCAD51.png7,NHS,255.83853149414062,0.28366217017173767,1.0,793.9060668945312,1.444288969039917,1.0,548.7197875976562,2.733003854751587,1.0,0.0,0,True,0.4175189733505249,0.5824810266494751,-0.33296662422451984,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OLD,NHSCAD51.png8,NHS,255.02049255371094,0.2827686071395874,1.0,789.85205078125,1.4368096590042114,1.0,543.1964721679688,2.71060848236084,1.0,0.0,0,True,0.4175189733505249,0.5824810266494751,-0.33296662422451984,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OLD,NHSCAD51.png9,NHS,241.55323791503906,0.26796528697013855,1.0,765.5402221679688,1.3926938772201538,1.0,486.86004638671875,2.490785837173462,1.0,0.0,0,True,0.4175189733505249,0.5824810266494751,-0.33296662422451984,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OLD,NHSCAD510.png1,NHS,194.52700805664062,0.21615733206272125,1.0,682.95068359375,1.241039514541626,1.0,397.5762634277344,2.118079662322998,1.0,36.19451904296875,8,False,1.0,0.0,50.0,1,0.0,0.0,0.0,9.582717895507812,6.455466270446777,3.093977451324463,0.0,0.0,18.6574649810791,0.0,9.237828254699707,0.0,0.0,10.150359153747559,14.117201805114746,20.765480041503906
OLD,NHSCAD510.png2,NHS,229.53656005859375,0.25476643443107605,1.0,746.2160034179688,1.3570277690887451,1.0,478.2130126953125,2.4712634086608887,1.0,0.0,0,True,0.4175189733505249,0.5824810266494751,-0.33296662422451984,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OLD,NHSCAD510.png3,NHS,233.97857666015625,0.25964295864105225,1.0,750.9918823242188,1.3656479120254517,1.0,498.6876220703125,2.5281410217285156,1.0,20.710084915161133,8,False,0.9999890923500061,1.0907649993896484e-05,11.426035272887784,1,0.0,0.0,0.0,3.392174482345581,0.642683207988739,0.7134056091308594,0.0,0.0,3.3860561847686768,0.0,7.80631685256958,0.0,0.0,2.6106295585632324,14.383997917175293,11.417533874511719
OLD,NHSCAD510.png4,NHS,197.80419921875,0.2197754979133606,1.0,688.87939453125,1.2519207000732422,1.0,405.51007080078125,2.1399142742156982,1.0,2.3652923107147217,2,False,0.5053350329399109,0.4946649670600891,0.02134094167514592,1,0.0,0.0,0.0,0.0,1.816544771194458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5148507356643677
OLD,NHSCAD510.png6,NHS,235.26454162597656,0.2610515356063843,1.0,756.3743896484375,1.3757562637329102,1.0,471.7207336425781,2.3828916549682617,1.0,8.141655921936035,5,False,0.9457840919494629,0.05421590805053711,2.859039938542813,1,0.0,0.0,0.0,0.0,0.8454718589782715,0.0,0.0,0.0,0.0,0.0,1.937637209892273,0.0,0.0,0.08678127080202103,2.829434394836426,7.33512544631958
OLD,NHSCAD510.png7,NHS,194.41317749023438,0.21602071821689606,1.0,688.372314453125,1.251212239265442,1.0,394.5951232910156,2.1064422130584717,1.0,3.553406000137329,1,False,0.6159852147102356,0.3840147852897644,0.4725419059464384,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.553406000137329
OLD,NHSCAD510.png8,NHS,186.98680114746094,0.2078355997800827,1.0,676.7305297851562,1.2298637628555298,1.0,386.58477783203125,2.0918264389038086,1.0,0.0,0,True,0.4175189733505249,0.5824810266494751,-0.33296662422451984,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OLD,NHSCAD510.png9,NHS,245.33837890625,0.2721094489097595,1.0,771.2479858398438,1.403032660484314,1.0,493.3390808105469,2.4567184448242188,1.0,3.3906424045562744,3,False,0.6713964343070984,0.3286035656929016,0.7145077169898442,1,0.0,0.0,0.0,0.0,0.828014612197876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.322829246520996,3.0101444721221924
OLD,NHSCAD5100,NHS,216.49713134765625,0.2403915971517563,1.0,723.26171875,1.3151286840438843,1.0,438.1580505371094,2.2856504917144775,1.0,1.132607340812683,2,False,0.4500809907913208,0.5499190092086792,-0.20034346529280977,0,0.0,0.0,0.0,0.0,0.9850763082504272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5589489936828613
OLD,NHSCAD51000,NHS,121.44361114501953,0.1351848989725113,1.0,591.0917358398438,1.0732344388961792,1.0,256.5748291015625,1.4734411239624023,1.0,34.41142654418945,8,False,1.0,0.0,50.0,1,0.0,0.0,0.0,6.0053486824035645,6.50250768661499,4.045581817626953,0.0,0.0,18.095422744750977,0.0,8.285127639770508,0.0,0.0,19.41546630859375,7.317494869232178,16.212310791015625
OLD,NHSCAD51001,NHS,331.9403381347656,0.3668344020843506,1.0,880.1555786132812,1.6017202138900757,1.0,372.66851806640625,2.0540716648101807,1.0,13.198723793029785,6,False,0.9993720650672913,0.0006279349327087402,7.3724458750339785,1,0.0,0.0,0.0,0.0,2.183349132537842,0.0,0.0,0.0,7.650801181793213,0.0,2.9857072830200195,0.0,0.0,4.516619682312012,4.975773811340332,7.538693428039551
OLD,NHSCAD51002,NHS,173.9552001953125,0.19342949986457825,1.0,650.7590942382812,1.1822856664657593,1.0,342.8912353515625,1.8603777885437012,1.0,22.230928421020508,7,False,0.9999747276306152,2.5272369384765625e-05,10.585773605517993,1,0.0,0.0,0.0,2.181732654571533,6.979462146759033,0.0,0.0,0.0,5.64185094833374,0.0,6.48855447769165,0.0,0.0,10.100733757019043,4.378787040710449,15.671977996826172
OLD,NHSCAD51003,NHS,249.1533966064453,0.27632981538772583,1.0,774.1788940429688,1.4080965518951416,1.0,522.263916015625,2.570605754852295,1.0,0.0,0,True,0.4175189733505249,0.5824810266494751,-0.33296662422451984,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OLD,NHSCAD51004,NHS,67.16361236572266,0.07478443533182144,1.0,541.1602172851562,0.9815067648887634,1.0,180.24679565429688,1.062873363494873,1.0,26.69440460205078,7,False,0.9999976754188538,2.3245811462402344e-06,12.971968362725192,1,0.0,0.0,0.0,0.0,5.523048400878906,0.0,0.9373213052749634,0.0,14.647833824157715,0.0,4.154655933380127,0.0,0.0,14.460493087768555,5.484501361846924,14.498371124267578
OLD,NHSCAD51005,NHS,185.86074829101562,0.2066011279821396,1.0,668.21728515625,1.2141201496124268,1.0,366.5839538574219,1.9715559482574463,1.0,20.44159507751465,6,False,0.9998877048492432,0.00011229515075683594,9.094267576846049,1,0.0,0.0,0.0,0.0,5.335150241851807,0.0,0.0,0.0,7.200334072113037,0.0,1.6141819953918457,0.0,0.0,1.3040874004364014,7.844882011413574,16.483379364013672
