sample_id,true_label,old_case_type,new_case_type,old_pred,new_pred,pred_agree,old_zero,new_zero,transition,old_norm,new_norm,old_n_active,new_n_active,cosine_old_vs_new
NHSCAD51062,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,11.4763,16.4064,6,2,0.109
NHSCAD51063,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,23.5356,35.9953,7,6,0.3856
NHSCAD51064,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,27.1833,48.7412,7,7,0.276
NHSCAD51065,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,32.0033,34.4529,8,5,0.4281
NHSCAD51066,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,35.2449,36.3156,8,6,0.3067
NHSCAD51067,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,29.4534,37.4182,8,7,0.3159
NHSCAD51068,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,30.711,42.5615,8,9,0.4257
NHSCAD51069,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,4.6248,8.2407,2,2,0.0
NHSCAD5107,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,26.6669,42.2547,8,9,0.4099
NHSCAD51070,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,11.0954,20.7424,4,2,0.2087
NHSCAD51071,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,24.8176,30.5812,7,4,0.4196
NHSCAD51072,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,31.0462,36.6549,8,5,0.4039
NHSCAD51073,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,16.7766,32.4802,7,4,0.0466
NHSCAD51074,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,12.468,22.9832,5,4,0.1824
NHSCAD51075,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,10.7929,9.9965,4,3,0.5698
NHSCAD51076,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,36.604,40.0111,8,9,0.3345
NHSCAD51077,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,16.1454,30.3035,6,3,0.3809
NHSCAD51078,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,38.4191,35.4847,8,5,0.328
NHSCAD51079,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,14.6813,21.9703,5,3,0.0
NHSCAD5108,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,7.9132,20.3839,3,3,0.0
NHSCAD51080,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,31.203,34.4911,8,8,0.3927
NHSCAD51081,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,22.9636,29.7509,7,4,0.3914
NHSCAD51082,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,7.3332,17.248,6,2,0.4886
NHSCAD51083,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,20.6719,23.8867,5,6,0.4262
NHSCAD51084,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,16.0289,21.4855,6,4,0.2108
NHSCAD51085,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,4.17,9.7921,3,2,0.0
NHSCAD51086,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,17.9369,12.1017,5,5,0.381
NHSCAD51087,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,17.4799,32.3631,5,6,0.2898
NHSCAD51088,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,33.6192,35.2154,9,9,0.4064
NHSCAD51089,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,31.0622,46.3359,8,8,0.3223
NHSCAD5109,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,27.1994,39.0561,8,7,0.3681
NHSCAD51090,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,18.4988,23.6006,6,4,0.1229
NHSCAD51091,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,18.0864,18.9241,8,4,0.1361
NHSCAD51092,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,31.1051,34.4345,8,5,0.2821
NHSCAD51093,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,24.6233,18.3944,6,6,0.5092
NHSCAD51094,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,21.4226,30.3205,5,6,0.313
NHSCAD51095,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,25.2671,39.2447,6,7,0.3585
NHSCAD51096,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,26.4593,36.4958,7,5,0.3663
NHSCAD51097,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,21.2123,40.853,7,9,0.3814
NHSCAD51098,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,20.0555,30.7109,6,5,0.2751
NHSCAD51099,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,29.7454,39.2472,8,6,0.3635
NHSCAD511.png1,NHS,FP,FP,0,0,True,True,True,zero->zero,0.0,0.0,0,0,
NHSCAD511.png2,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,8.7744,21.4429,3,3,0.0
NHSCAD511.png3,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,29.9882,43.3985,8,9,0.436
NHSCAD511.png4,NHS,FP,TN,0,1,False,True,False,zero->nonzero,0.0,2.5828,0,1,
NHSCAD511.png6,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,31.315,44.4401,8,9,0.4284
NHSCAD511.png7,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,7.8253,16.9178,3,2,0.0
NHSCAD511.png8,NHS,FP,TN,0,1,False,True,False,zero->nonzero,0.0,4.7278,0,1,
NHSCAD511.png9,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,31.6211,43.9669,8,9,0.4448
NHSCAD5110,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,13.2351,25.1005,6,4,0.175
NHSCAD51100,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,25.6158,24.9662,6,5,0.3449
NHSCAD51101,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,14.5256,21.478,5,4,0.2617
NHSCAD51102,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,17.4553,26.1404,6,4,0.1751
NHSCAD51103,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,6.5862,21.4638,4,3,0.0
NHSCAD51104,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,34.5505,34.4412,8,7,0.4565
NHSCAD51105,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,17.1814,18.791,6,3,0.3987
NHSCAD51106,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,11.714,20.6011,5,3,0.0
NHSCAD51107,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,16.2868,25.0307,6,3,0.1113
NHSCAD51108,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,16.6671,30.9228,6,6,0.1559
NHSCAD51109,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,17.4673,23.3778,5,3,0.2255
NHSCAD5111,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,18.222,28.1007,6,4,0.1813
NHSCAD51110,NHS,FP,TN,0,1,False,True,False,zero->nonzero,0.0,9.6531,0,2,
NHSCAD51111,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,14.4493,23.1667,6,3,0.3845
NHSCAD51112,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,20.2899,31.4674,7,6,0.3629
NHSCAD51113,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,10.7118,3.4078,1,1,0.0
NHSCAD51114,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,28.8188,36.0599,6,5,0.1836
NHSCAD51115,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,16.2321,19.2783,6,3,0.1471
NHSCAD51116,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,3.585,13.4536,4,1,0.0
NHSCAD51117,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,26.0928,34.3719,7,4,0.3819
NHSCAD51118,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,22.187,19.7394,7,4,0.0475
NHSCAD51119,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,16.9255,23.9212,6,3,0.1873
NHSCAD5112,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,16.2609,22.7753,5,5,0.3058
NHSCAD51120,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,12.2711,13.9453,4,3,0.4533
NHSCAD51121,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,18.4621,19.1535,7,5,0.2543
NHSCAD51122,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,7.3491,10.7875,3,2,0.0
NHSCAD51123,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,9.0001,7.9208,3,1,0.0
NHSCAD51124,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,30.4823,28.5623,8,5,0.3777
NHSCAD51125,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,31.6368,31.1162,9,8,0.3576
NHSCAD51126,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,35.7518,39.491,8,8,0.4312
NHSCAD51127,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,23.0606,32.8703,8,6,0.4093
NHSCAD51128,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,4.3074,12.9576,2,1,0.0
NHSCAD51129,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,34.0429,32.7775,8,8,0.4677
NHSCAD5113,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,4.5475,7.3903,2,1,0.0
NHSCAD51130,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,30.635,29.5302,8,6,0.2984
NHSCAD51131,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,36.1227,39.1591,8,5,0.2992
NHSCAD51132,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,16.9369,28.2395,6,3,0.4168
NHSCAD51133,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,20.2696,25.0093,6,6,0.3356
NHSCAD51134,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,12.9297,23.7933,4,6,0.1664
NHSCAD51135,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,24.5048,27.6495,6,6,0.4134
NHSCAD51136,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,35.1245,35.2485,9,8,0.4623
NHSCAD51137,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,18.0298,11.9809,5,5,0.3789
NHSCAD51138,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,29.7076,45.9854,7,8,0.2793
NHSCAD51139,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,21.0961,21.6713,6,6,0.3153
NHSCAD5114,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,16.0289,21.4855,6,4,0.2108
NHSCAD51140,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,20.0643,24.599,5,6,0.3295
NHSCAD51141,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,16.6956,23.0949,6,5,0.24
NHSCAD51142,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,32.4583,39.9982,8,6,0.3064
NHSCAD51143,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,23.1934,27.3643,6,6,0.501
NHSCAD51144,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,21.2123,40.853,7,9,0.3814
NHSCAD51145,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,17.806,24.0421,6,4,0.0463
NHSCAD51146,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,31.4958,28.9441,10,8,0.424
NHSCAD51147,NHS,FP,TN,0,1,False,True,False,zero->nonzero,0.0,5.632,0,1,
NHSCAD51148,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,26.3734,22.7238,6,4,0.5188
NHSCAD51149,NHS,FP,TN,0,1,False,True,False,zero->nonzero,0.0,4.5768,0,1,
NHSCAD5115,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,10.5868,8.1627,5,3,0.2196
NHSCAD51150,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,14.558,20.8275,6,2,0.4377
NHSCAD51151,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,8.3348,9.2514,2,2,0.0
NHSCAD51152,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,29.651,24.6172,8,5,0.3166
NHSCAD51153,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,23.8403,35.2265,8,6,0.485
NHSCAD51154,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,13.9732,21.8923,4,2,0.2618
NHSCAD51155,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,22.8052,33.9559,8,6,0.4442
NHSCAD51156,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,32.6632,44.6115,8,8,0.4139
NHSCAD51157,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,21.6483,26.8052,6,6,0.4074
NHSCAD51158,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,15.5444,23.186,6,4,0.0003
NHSCAD51159,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,17.7736,18.6354,5,3,0.0379
